About,A propos
Product Attribute,Attribut du produit
Attributes related to the previously chosen Attribute Set.,Attributs associés au jeu d'attributs sélectionné précédemment.
Product Image(s),Image(s) du produit
Add Image(s),Ajouter des images
Displaying Images,Affichage des images
Custom Settings,Paramètres personnalisés
Gallery View,Objets de la Galerie
Image(s) Width,Largeur des images
Main Image Width,Largeur de l'image principale
Original,Originale
Custom,Personnalisé
Image(s) Height,Hauteur des images
Main Image Height,Hauteur de l'image principale
Image(s) Margin,Marge des images
Images Layout,Disposition des images
Horizontal,Horizontal
Vertical,Vertical
Gallery Hint,Astuce d'utilisation de la galerie
Click on the image below to get zoomed view of the item,Cliquez sur l'image ci-dessous pour afficher une vue agrandie de l'objet
Open original size image<br/> in a new  window,Ouvrir l'image dans ses dimensions d'origine<br/> dans une nouvelle fenêtre
Choose configuration how the image(s) should be displayed and press the <i>Insert</i> button. Image's tag will be added to the end of the text.,"Choisissez le mode d'affichage des images, puis cliquez sur le bouton <i>Insérer</i>. La balise de l'image sera ajoutée à la fin du texte."
Select Product,Sélection du produit
Enter Product Id,Saisir le code produit
or,ou
"General Template contains basic settings which are required for listing items on eBay.<br/><br/>
    <b>Note:</b> Before General Template creating Marketplaces should be uploaded (Configuration > Marketplaces).
    Otherwise, categories and marketplaces will not be displayed.","Le modèle général comprend des paramètres de base nécessaires pour mettre en vente des objets sur eBay.<br/><br/>
    <b>Remarque :</b> les places de marché doivent être chargées avant la création du modèle général (Configuration > Places de marché).
    A défaut, les catégories et les places de marché ne seront pas affichées."
You should select a Marketplace first.,Sélectionnez d'abord une place de marché.
"Please, choose a Primary eBay Category to have an access to this section.",Sélectionnez une catégorie eBay principale pour accéder à cette section.
Please enter the Category ID.,Saisissez le numéro de la catégorie.
Marketplace,Place de marché
Only the marketplaces chosen in Configuration > Marketplaces are shown for selection.,Seules les places de marché sélectionnées dans le menu Configuration > Places de marché sont affichées.
eBay accounts you have already added in Configuration > eBay Accounts.,Comptes eBay que vous avez déjà ajoutés dans le menu Configuration > Comptes eBay.
eBay Categories,Catégories eBay
Category Source,Source des catégories
Where the categories data should be taken from.,Source à partir de laquelle les données des catégories doivent être extraites.
Primary Category Attribute,Attribut de la catégorie principale
Choose the attribute contains Primary eBay Category ID.,Sélectionnez l'attribut contenant le numéro de la catégorie eBay principale.
Primary Category,Catégorie principale
or Category ID,ou numéro de catégorie
Secondary Category Attribute,Attribut de la seconde catégorie
Choose the attribute contains Secondary eBay Category ID.,Sélectionnez l'attribut contenant le numéro de la seconde catégorie eBay.
Secondary Category,Seconde catégorie
Tax Category,Catégorie de taxation
This is to be used only by sellers who have opted into sales tax<br /> being calculated by a sales tax calculation vendor.,Utilisée uniquement par les vendeurs qui ont opté pour le calcul de la taxe de vente<br /> par un fournisseur de calcul de la taxe de vente.
Tax Category Attribute,Attribut de la catégorie de taxation
eBay Store Categories,Catégories de la Boutique eBay
eBay Store Name,Nom de la Boutique eBay
Primary Category Source,Source de la catégorie principale
---,---
Where the Primary eBay Store category data should be taken from.,Source à partir de laquelle les données de la catégorie principale de la Boutique eBay doivent être extraites.
Choose the attribute contains Primary eBay Store Category ID.,Sélectionnez l'attribut contenant le numéro de la catégorie principale de la Boutique eBay.
Secondary Category Source,Source de la seconde catégorie
Where the Secondary eBay Store category data should be taken from.,Source à partir de laquelle les données de la seconde catégorie de la Boutique eBay doivent être extraites.
Choose the attribute contains Secondary eBay Store Category ID.,Sélectionnez l'attribut contenant le numéro de la seconde catégorie de la Boutique eBay.
Multi Variation,Versions multiples
Multi Variation Disabled,Versions multiples désactivées
"Selected eBay marketplace does not allow creating multi variation eBay listings.
                <br/>Configurable, Bundle, Grouped and Simple Products with Custom Options will be listed as regular eBay items. All variations will be ignored.","La place de marché eBay sélectionnée n'autorise pas la création d'annonces multi-versions eBay.
                <br/>Les produits configurables, les offres groupées, les produits groupés et les produits simples avec options personnalisées sont mis en vente comme des objets eBay standard. Toutes les versions sont ignorées."
Multi Variation Enabled,Versions multiples activées
"Selected Primary eBay category allows creating multi variation listings.
                <br/>Configurable, Bundle, Grouped and Simple Products with Custom Options can be listed as multi variation eBay items.<br/><br/>
                <b>Note:</b> eBay allows listing items with variations only in Fixed Price listing (in Auction listing type all variation
                will be ignored) and the Best Offer option is not used in this case (it will be ignored if it was set in your Selling Format
                Template).","La catégorie eBay principale sélectionnée autorise la création d'annonces multi-versions.
                <br/>Les produits configurables, les offres groupées, les produits groupés et les produits simples avec options personnalisées peuvent être mis en vente comme des objets multi-versions eBay.<br/><br/>
                <b>Remarque :</b> eBay autorise la mise en vente de plusieurs versions des objets uniquement dans les annonces au format Prix fixe (dans les annonces au format Enchères, toutes les versions
                sont ignorées) et l'option Offre directe n'est pas utilisée dans ce cas (elle est ignorée si elle a été définie dans le modèle de format
                 de mise en vente)."
"Selected Primary eBay category does not allow creating multi variation eBay listings.
                <br/>Configurable, Bundle, Grouped and Simple Products with Custom Options will be listed as regular eBay items. All variations will be ignored.","La catégorie eBay principale sélectionnée n'autorise pas la création d'annonces multi-versions eBay.
                <br/>Les produits configurables, les offres groupées, les produits groupés et les produits simples avec options personnalisées sont mis en vente comme des objets eBay standard. Toutes les versions sont ignorées."
Ignore Variations,Ignorer les versions
"If <i>Yes</i>, the variations of products will be ignored.","Si vous sélectionnez <i>Oui</i>, les versions des produits sont ignorées."
Inventory Information,Informations de l'inventaire
"If <i>Yes</i>, the Product SKU will be used as a Custom Label.","Si vous sélectionnez <i>Oui</i>, la référence article du produit est utilisée comme libellé personnalisé."
"You should specify payment method(s) you can offer your buyers.<br/><br/>
    <b>Note:</b> At least one payment method should be specified.","Vous devez indiquer les modes de paiement que vous êtes en mesure de proposer aux acheteurs.<br/><br/>
    <b>Remarque :</b> vous devez indiquer au moins un mode de paiement."
