About,Info
"
This section contains eBay Listings, which belong to registered eBay Accounts (%s > Configuration > eBay Accounts) and were listed not by M2E Pro extension.<br/>
Use eBay Accounts and Marketplaces dropdowns to filter them.
Also, you can manage these Listings on eBay by choosing appropriate options in the Actions dropdown in the top right corner of the grid.<br/><br/>
<b>Note:</b> To import eBay 3rd Party Listings the 3rd Party Listings Import must be enabled in account's settings
(%s > Configuration > eBay Accounts > General tab) and the 3rd Party Listings Synchronization must be enabled in %s > Configuration > Synchronization.
<br/><br/>
<b>Important:</b> Initially (the first synchronization of 3rd Party Listings) M2E imports items which have been listed not later than a year ago.
","
Dieser Abschnitt enthält eBay-Angebote von registrierten eBay-Mitgliedskonten (%s > Konfiguration > eBay-Mitgliedskonten), die nicht mithilfe der M2E Pro-Erweiterung eingestellt wurden.<br/>
Sie können mithilfe der Drop-down-Menüs für eBay-Mitgliedskonten und -Marktplätze gefiltert werden.
Sie können diese Angebote bei eBay auch verwalten, indem Sie die entsprechenden Optionen im Drop-down-Menü für Aktionen oben rechts in der Tabelle auswählen.<br/><br/>
<b>Hinweis:</b> Um eBay-Angebote von Drittanbietern importieren zu können, müssen Sie Folgendes aktivieren: den Import von Angeboten von Drittanbietern in den Kontoeinstellungen
(auf der Registerkarte %s > Konfiguration > eBay-Mitgliedskonten > Allgemein) und die Synchronisierung der Angebote von Drittanbietern unter %s > Konfiguration > Synchronisierung.
<br/><br/>
<b>Wichtig:</b> Beim ersten Importvorgang (bei der ersten Synchronisierung von Angeboten von Drittanbietern) importiert M2E nur Artikel, die vor maximal einem Jahr eingestellt wurden.
"
3rd Party Listings Log,Protokoll für Angebote von Drittanbietern
"This Log contains all information about actions, which were done with 3rd Party Listings.","Dieses Protokoll enthält alle Informationen zu Aktionen, die für Angebote von Drittanbietern ausgeführt wurden."
"This section includes the conditions at which the Relist Action will be launched.
    <br/><br/>
    <b>Note:</b> The Relist action is launched only if any change of the Relist Conditions parameters occurs.","Dieser Abschnitt enthält die Bedingungen, die erfüllt werden müssen, damit die Aktion „Wiedereinstellen“ ausgeführt wird.
    <br/><br/>
    <b>Hinweis:</b> Die Aktion „Wiedereinstellen“ wird nur dann ausgeführt, wenn die Parameter der Bedingungen für das Wiedereinstellen verändert werden."
Relist Action,Aktion „Wiedereinstellen“
Enables/Disables the Relist action for the 3rd Party Listings.,Aktiviert/Deaktiviert die Aktion „Wiedereinstellen“ für die Angebote von Drittanbietern.
Relist When Stopped Manually,"Wiedereinstellen, wenn manuell angehalten"
Automatically relists item(s) after it has been stopped manually within M2E Pro.,"Stellt Artikel automatisch wieder ein, die manuell in M2E Pro angehalten wurden."
Synchronize Data,Daten synchronisieren
"Updates Title, Subtitle, Description, Price and QTY on eBay 3rd Party Listings.<br/>If <i>No</i> is selected, eBay 3rd Party Listing(s) with existing data on eBay is relisted.","Aktualisiert Bezeichnungen, Untertitel, Beschreibungen, Preis- und Stückzahlen in Angeboten von Drittanbietern.<br/>Wenn Sie <i>Nein</i> wählen, werden eBay-Angebote von Drittanbietern mit vorhandenen Daten bei eBay wiedereingestellt."
Relist Conditions,Bedingungen für das Wiedereinstellen
Product Status,Produktstatus
Any,Beliebig
Product Status at which the item(s) have to be relisted.,"Produktstatus, bei dem Artikel wiedereingestellt werden sollen."
Stock Availability at which the item(s) have to be relisted.,"Verfügbarkeit, bei der Artikel wiedereingestellt werden sollen."
Item QTY,Artikelstückzahl
Less,Weniger
More or Equal,Mehr oder gleich
Between,Zwischen
Product(s) quantity at which the item(s) have to be relisted.,"Produktmenge, bei der Artikel wiedereingestellt werden sollen."
Item Quantity,Artikelstückzahl
Min Item Quantity,Min. Artikelstückzahl
Max Item Quantity,Max. Artikelstückzahl
"This section contains list of product details, which changes you want to be automatically reflected on eBay.","Dieser Abschnitt enthält eine Liste von Produktdetails, mit deren Hilfe Sie festlegen können, welche Änderungen automatisch in eBay übernommen werden sollen."
Partial Revise,Teilweise überarbeiten
Automatically updates quantity on eBay listing(s) when the source of quantity is changed.,"Die Stückzahl in eBay-Angeboten wird automatisch aktualisiert, wenn sich die Angabe für Artikelstückzahl verändert."
Item Price,Artikelpreis
Automatically updates price on eBay listing(s) when the source of title is changed.,"Der Preis in eBay-Angeboten wird automatisch aktualisiert, wenn Preisangabe geändert wird."
Automatically updates title on eBay listing(s) when the source of title is changed.,"Die Bezeichnung von eBay-Angeboten wird automatisch aktualisiert, wenn sich die Angabe für die Bezeichnung verändert."
Item Subtitle,Untertitel
Automatically updates subtitle on eBay listing(s) when the source of subtitle is changed.,"Der Untertitel von eBay-Angeboten wird automatisch aktualisiert, wenn sich die Angabe für den Untertitel verändert."
Item Description,Artikelbeschreibung
Automatically updates description on eBay listing(s) when the source of description is changed.,"Die Beschreibung von eBay-Angeboten wird automatisch aktualisiert, wenn sich die Angabe für die Beschreibung verändert."
"This section includes settings where the values for synchronization have to be taken from.
    <br/><br/>
    <b>Note:</b> If you set <i>Not Set</i>, the auto revise will be turned off by this criteria.
    ","Dieser Abschnitt enthält Einstellungen, aus denen die Werte für die Synchronisierung übernommen werden.
    <br/><br/>
    <b>Hinweis:</b> Wenn Sie <i>Nicht festgelegt</i> wählen, wird die Aktion für das automatische Überarbeiten von Angeboten durch dieses Kriterium deaktiviert.
    "
The price will be calculated according to Catalog Price Rules (Magento > Promotions > Catalog Price Rules).,Der Preis wird anhand von Katalogpreisregeln berechnet (Magento > Aktionen > Katalogpreisregeln).
Updates price on eBay listing(s) when the source of price changes.,"Aktualisiert den Preis in eBay-Angeboten, wenn die Angabe des Preises geändert wird."
Synchronization Source,Quelle für die Synchronisierung
Quantity,Stückzahl
Not Set (not changeable on eBay),Nicht festgelegt (nicht änderbar bei eBay)
Product QTY,Produktstückzahl
Updates quantity on eBay Listing with mapped Magento product quantity.,Aktualisiert die Stückzahl in eBay-Angeboten mit der zugeordneten Magento-Produktstückzahl.
Product Price,Produktpreis
Special Price,Sonderpreis
Final Price,Verkaufspreis
Which customer group eBay buyers have to be associated to.,"Gibt an, welcher Kundengruppe eBay-Käufer zugeordnet werden sollen."
Updates title on eBay Listing with mapped Magento product title.,Aktualisiert die Artikelbezeichnung von eBay-Angeboten mit der zugeordneten Magento-Produktbezeichnung.
Subtitle,Untertitel
Updates eBay Listing subtitle.,Aktualisiert die Untertitel von eBay-Angeboten.
Product Description,Produktbeschreibung
Product Short Description,Kurze Produktbeschreibung
Updates description on eBay Listing with mapped Magento product description.,Aktualisiert die Beschreibung von eBay-Angeboten mit der zugeordneten Magento-Produktbeschreibung.
"Stop Rules define the conditions when eBay items listing should be stopped, depending on Magento product state.
    <br/><br/>
    <b>Note:</b> If all Stop Conditions are set to <i>No</i> or <i>No Action</i>, then the stop option for eBay items is disabled.
    If all Stop Conditions are enablled, then an item will be stopped if at least one of the Stop Conditions is met.","Die Regeln für das Anhalten definieren die Bedingungen, bei denen eBay-Angebote je nach ihrem Magento-Produktstatus deaktiviert werden sollen.
    <br/><br/>
    <b>Hinweis:</b> Wenn für alle Bedingungen für das Anhalten <i>Nein</i> oder <i>Keine Aktion</i> festgelegt ist, dann wird die Option für das Anhalten von eBay-Artikeln deaktiviert.
    Wenn alle Bedingungen für das Anhalten aktiviert sind, wird ein Artikel deaktiviert, sobald mindestens eine der Bedingungen erfüllt ist."
Stop Conditions,Bedingungen für das Anhalten
Stop When Status Disabled,Bei Status „Deaktiviert“ anhalten
Automatically stops item(s) if its status has been changed to 'Disabled' in Magento.,"Artikel werden automatisch angehalten, wenn ihr Status in Magento zu „Deaktiviert“ geändert wurde."
Stop When Out Of Stock,Bei Status „Nicht mehr vorrätig“ anhalten
Automatically stops item(s) if its stock availability has been changed to 'Out of Stock' in Magento.,"Artikel werden automatisch angehalten, wenn ihre Verfügbarkeit in Magento auf „Nicht mehr vorrätig“ geändert wurde."
Stop When Item QTY Is,"Anhalten, wenn Artikelstückzahl"
Less or Equal,Weniger oder Gleich
More,Mehr
Automatically stops item(s) if its Magento quantity has been changed and meets the conditions.,"Artikel werden automatisch angehalten, wenn die Stückzahl in Magento geändert wurde und die festgelegten Bedingungen erfüllt."
Apply Actions On Categories Products to the selected categories.,Aktionen für Produkte aus Kategorien auf die ausgewählten Kategorien anwenden.
"The number shown next to each category is the quantity of products filtered by
    Attribute Set and Products Filter settings of the Listing.<br/><br/>
    There are two modes of products addition:
    <ul class=""list"">
        <li><b>All Products</b> - all products, which are included in selected categories, will be added to the Listing.</li>
        <li><b>Select Manually</b> - the list of products of chosen categories will be shown on the next page after the Next button is pressed at the top right corner.</li>
    </ul>
    <b>Note:</b> If a product belongs to different categories, it will be added to the Listing or shown for manual selection only once.","Die Zahl neben den einzelnen Kategorien zeigt die Stückzahl der Produkte an, die entsprechend den
    Einstellungen für Attributdatensatz und Produktfilter des Angebots gefiltert wurden.<br/><br/>
    Produkte können auf zwei Arten hinzugefügt werden:
    <ul class=""list"">
        <li><b>Alle Produkte</b> – Alle Produkte in den ausgewählten Kategorien werden dem Angebot hinzugefügt.</li>
        <li><b>Manuell auswählen</b> – Die Liste der Produkte aus den ausgewählten Kategorien wird auf der nächsten Seite angezeigt, nachdem Sie oben rechts auf „Weiter“ geklickt haben.</li>
    </ul>
    <b>Hinweis:</b> Wenn ein Produkt unterschiedlichen Kategorien angehört, wird es trotzdem nur einmal in das Angebot oder die Liste für die manuelle Auswahl übernommen."
"Displayed products have the same Attribute Set as the Listing you are going to add them to.<br/><br/>
    <b>Note:</b> A product can be added to the listing only once. If a product was added to the Listing earlier, it will not be displayed. ","Die angezeigten Produkte verfügen über denselben Attributdatensatz wie das Angebot, dem Sie sie hinzufügen möchten.<br/><br/>
    <b>Hinweis:</b> Produkte können Angeboten nur einmal hinzugefügt werden. Wenn ein Produkt dem Angebot bereits zuvor hinzugefügt wurde, wird es nicht angezeigt. "
